Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
107295-57403,WR,Courtland,Courtland Sutton,Sutton,6.400000254313151,3,5500,DEN@NYJ,DEN,NYJ,,,,,,WR/FLEX
107295-45229,RB,Kareem,Kareem Hunt,Hunt,8.0625,16,5500,KC@LAC,KC,LAC,,,,,,RB/FLEX
107295-129305,WR,Josh,Josh Downs,Downs,3.700000047683716,1,5500,PIT@IND,IND,PIT,,,,,,WR/FLEX
107295-103187,RB,Roschon,Roschon Johnson,Johnson,8.199999809265137,1,5500,LAR@CHI,CHI,LAR,,,,,,RB/FLEX
107295-87260,TE,Isaiah,Isaiah Likely,Likely,9.700000127156576,3,5500,BUF@BAL,BAL,BUF,,,,,,TE/FLEX
107295-185593,WR,Andrei,Andrei Iosivas,Iosivas,10.5,3,5500,CIN@CAR,CIN,CAR,,,,,,WR/FLEX
107295-38264,WR,Demarcus,Demarcus Robinson,Robinson,5.299999872843425,3,5500,LAR@CHI,LAR,CHI,,,,,,WR/FLEX
107295-91578,RB,Zamir,Zamir White,White,4.100000063578288,3,5500,CLE@LV,LV,CLE,,,,,,RB/FLEX
107295-63634,WR,Jakobi,Jakobi Meyers,Meyers,10.166666666666666,3,5400,CLE@LV,LV,CLE,,,,,,WR/FLEX
107295-62055,WR,Ray-Ray,Ray-Ray McCloud III,McCloud III,5.966666539510091,3,5400,NO@ATL,ATL,NO,,,,,,WR/FLEX
107295-39716,WR,Adam,Adam Thielen,Thielen,6.966666539510091,3,5400,CIN@CAR,CAR,CIN,IR,Hamstring,,,,WR/FLEX
107295-39829,WR,Mike,Mike Williams,Williams,3.6500000953674316,2,5400,DEN@NYJ,NYJ,DEN,,,,,,WR/FLEX
107295-103694,RB,Ray,Ray Davis,Davis,5.100000063578288,3,5400,BUF@BAL,BUF,BAL,,,,,,RB/FLEX
107295-185861,RB,Emanuel,Emanuel Wilson,Wilson,7.400000254313151,3,5400,MIN@GB,GB,MIN,,,,,,RB/FLEX
107295-55042,TE,Dalton,Dalton Schultz,Schultz,2.7666667302449546,3,5400,JAC@HOU,HOU,JAC,,,,,,TE/FLEX
107295-71521,RB,Justice,Justice Hill,Hill,6.366666793823242,3,5400,BUF@BAL,BAL,BUF,,,,,,RB/FLEX
107295-71845,RB,Miles,Miles Sanders,Sanders,5.400000254313151,3,5300,CIN@CAR,CAR,CIN,,,,,,RB/FLEX
107295-57543,RB,D'Ernest,D'Ernest Johnson,Johnson,1.899999976158142,2,5300,JAC@HOU,JAC,HOU,,,,,,RB/FLEX
107295-25267,WR,Mack,Mack Hollins,Hollins,3.866666793823242,3,5300,BUF@BAL,BUF,BAL,,,,,,WR/FLEX
107295-72412,RB,Khalil,Khalil Herbert,Herbert,3,3,5300,LAR@CHI,CHI,LAR,,,,,,RB/FLEX
107295-91047,TE,Cole,Cole Kmet,Kmet,8.766666412353516,3,5300,LAR@CHI,CHI,LAR,,,,,,TE/FLEX
107295-40167,RB,Gus,Gus Edwards,Edwards,3.366666793823242,3,5300,KC@LAC,LAC,KC,,,,,,RB/FLEX
107295-52613,WR,Curtis,Curtis Samuel,Samuel,2.3333333333333335,3,5300,BUF@BAL,BUF,BAL,,,,,,WR/FLEX
107295-89612,WR,Michael,Michael Wilson,Wilson,7.166666666666667,3,5300,WAS@ARI,ARI,WAS,,,,,,WR/FLEX
107295-85845,WR,Rashod,Rashod Bateman,Bateman,7.366666793823242,3,5300,BUF@BAL,BAL,BUF,,,,,,WR/FLEX
107295-40845,TE,Hunter,Hunter Henry,Henry,7.533333460489909,3,5300,NE@SF,NE,SF,Q,Ankle,,,,TE/FLEX
107295-55830,RB,D'Onta,D'Onta Foreman,Foreman,3.049999952316284,2,5200,CLE@LV,CLE,LV,,,,,,RB/FLEX
107295-64147,WR,Britain,Britain Covey,Covey,3.450000047683716,2,5200,PHI@TB,PHI,TB,IR,Shoulder,,,,WR/FLEX
107295-119722,WR,Johnny,Johnny Wilson,Wilson,0.4666666587193807,3,5200,PHI@TB,PHI,TB,,,,,,WR/FLEX
107295-103587,TE,Brenton,Brenton Strange,Strange,8.100000381469727,2,5200,JAC@HOU,JAC,HOU,,,,,,TE/FLEX
107295-87371,RB,Ty,Ty Chandler,Chandler,5.066666603088379,3,5200,MIN@GB,MIN,GB,,,,,,RB/FLEX
107295-87418,WR,Joshua,Joshua Palmer,Palmer,2.700000047683716,2,5200,KC@LAC,LAC,KC,,,,,,WR/FLEX
107295-112057,RB,Jaylen,Jaylen Warren,Warren,3.566666603088379,3,5200,PIT@IND,PIT,IND,Q,Knee,,,,RB/FLEX
107295-89588,TE,Colby,Colby Parkinson,Parkinson,4,3,5200,LAR@CHI,LAR,CHI,,,,,,TE/FLEX
107295-114198,WR,Xavier,Xavier Legette,Legette,5.349999904632568,2,5200,CIN@CAR,CAR,CIN,,,,,,WR/FLEX
107295-57338,TE,Jordan,Jordan Akins,Akins,3.5333334604899087,3,5200,CLE@LV,CLE,LV,,,,,,TE/FLEX
107295-94370,WR,Romeo,Romeo Doubs,Doubs,5.666666666666667,3,5100,MIN@GB,GB,MIN,,,,,,WR/FLEX
107295-151789,WR,Adonai,Adonai Mitchell,Mitchell,1.3999999364217122,3,5100,PIT@IND,IND,PIT,,,,,,WR/FLEX
107295-86811,TE,Cade,Cade Otton,Otton,2.2666667302449546,3,5100,PHI@TB,TB,PHI,,,,,,TE/FLEX
107295-90912,RB,Kenneth,Kenneth Gainwell,Gainwell,1.5,3,5100,PHI@TB,PHI,TB,,,,,,RB/FLEX
107295-56262,WR,Parris,Parris Campbell,Campbell,2.299999952316284,1,5100,PHI@TB,PHI,TB,,,,,,WR/FLEX
107295-60451,TE,Tyler,Tyler Conklin,Conklin,4.799999872843425,3,5100,DEN@NYJ,NYJ,DEN,,,,,,TE/FLEX
107295-29780,TE,Zach,Zach Ertz,Ertz,6.266666412353516,3,5100,WAS@ARI,WAS,ARI,,,,,,TE/FLEX
107295-62628,WR,DeAndre,DeAndre Carter,Carter,3.1666666666666665,3,5100,LAR@CHI,CHI,LAR,,,,,,WR/FLEX
107295-111876,WR,DeMario,DeMario Douglas,Douglas,6.75,2,5100,NE@SF,NE,SF,,,,,,WR/FLEX
107295-89644,RB,Isaac,Isaac Guerendo,Guerendo,0.949999988079071,2,5100,NE@SF,SF,NE,,,,,,RB/FLEX
107295-147051,RB,Jaleel,Jaleel McLaughlin,McLaughlin,3.933333396911621,3,5100,DEN@NYJ,DEN,NYJ,,,,,,RB/FLEX
107295-53097,WR,Josh,Josh Reynolds,Reynolds,7.633333206176758,3,5100,DEN@NYJ,DEN,NYJ,,,,,,WR/FLEX
107295-86055,RB,Dameon,Dameon Pierce,Pierce,1.600000023841858,1,5000,JAC@HOU,HOU,JAC,Q,Hamstring,,,,RB/FLEX
107295-86244,TE,Pat,Pat Freiermuth,Freiermuth,5.299999872843425,3,5000,PIT@IND,PIT,IND,,,,,,TE/FLEX
107295-12549,D,San Francisco,San Francisco 49ers,49ers,5.666666666666667,3,5000,NE@SF,SF,NE,,,,,,DEF
107295-45565,TE,Taysom,Taysom Hill,Hill,3.25,2,5000,NO@ATL,NO,ATL,,,,,,TE/FLEX
107295-88575,WR,Elijah,Elijah Moore,Moore,4.166666666666667,3,5000,CLE@LV,CLE,LV,,,,,,WR/FLEX
107295-45631,RB,Jamaal,Jamaal Williams,Williams,5.299999872843425,3,5000,NO@ATL,NO,ATL,,,,,,RB/FLEX
107295-86646,RB,Trey,Trey Sermon,Sermon,4.400000095367432,2,5000,PIT@IND,IND,PIT,,,,,,RB/FLEX
107295-94887,RB,Tyler,Tyler Badie,Badie,4.650000095367432,2,5000,DEN@NYJ,DEN,NYJ,,,,,,RB/FLEX
107295-103195,WR,Jordan,Jordan Whittington,Whittington,2.5,3,5000,LAR@CHI,LAR,CHI,,,,,,WR/FLEX
107295-64585,TE,Dawson,Dawson Knox,Knox,2,2,5000,BUF@BAL,BUF,BAL,,,,,,TE/FLEX
107295-83083,WR,Justin,Justin Watson,Watson,2.6666666666666665,3,5000,KC@LAC,KC,LAC,,,,,,WR/FLEX
107295-64808,TE,Juwan,Juwan Johnson,Johnson,9.600000381469727,1,5000,NO@ATL,NO,ATL,,,,,,TE/FLEX
107295-71031,WR,Lil'Jordan,Lil'Jordan Humphrey,Humphrey,4.566666603088379,3,5000,DEN@NYJ,DEN,NYJ,,,,,,WR/FLEX
107295-69558,WR,Greg,Greg Dortch,Dortch,5.066666603088379,3,5000,WAS@ARI,ARI,WAS,,,,,,WR/FLEX
107295-79980,TE,Eric,Eric Saubert,Saubert,2.8999999364217124,3,4900,NE@SF,SF,NE,,,,,,TE/FLEX
107295-28827,RB,Dare,Dare Ogunbowale,Ogunbowale,2.633333365122477,3,4900,JAC@HOU,HOU,JAC,,,,,,RB/FLEX
107295-12529,D,Cleveland,Cleveland Browns,Browns,6.333333333333333,3,4900,CLE@LV,CLE,LV,,,,,,DEF
107295-102986,WR,Elijah,Elijah Higgins,Higgins,4.033333460489909,3,4900,WAS@ARI,ARI,WAS,,,,,,WR/FLEX
107295-142042,RB,Trey,Trey Benson,Benson,1.7666667302449544,3,4900,WAS@ARI,ARI,WAS,,,,,,RB/FLEX
107295-90870,WR,Calvin,Calvin Austin III,Austin III,6.599999745686849,3,4900,PIT@IND,PIT,IND,,,,,,WR/FLEX
107295-56248,WR,Noah,Noah Brown,Brown,5.75,2,4900,WAS@ARI,WAS,ARI,,,,,,WR/FLEX
107295-93143,TE,Noah,Noah Gray,Gray,3.5,2,4900,KC@LAC,KC,LAC,,,,,,TE/FLEX
107295-91101,TE,Tommy,Tommy Tremble,Tremble,4.099999904632568,2,4900,CIN@CAR,CAR,CIN,,,,,,TE/FLEX
107295-103547,WR,Luke,Luke McCaffrey,McCaffrey,4.599999904632568,2,4900,WAS@ARI,WAS,ARI,,,,,,WR/FLEX
107295-120042,WR,Jalen,Jalen McMillan,McMillan,4.466666539510091,3,4900,PHI@TB,TB,PHI,,,,,,WR/FLEX
107295-40371,TE,Johnny,Johnny Mundt,Mundt,3.7999998728434243,3,4900,MIN@GB,MIN,GB,,,,,,TE/FLEX
107295-63050,RB,Ty,Ty Johnson,Johnson,5.5,3,4900,BUF@BAL,BUF,BAL,,,,,,RB/FLEX
107295-120694,WR,Ja'Lynn,Ja'Lynn Polk,Polk,3.866666793823242,3,4900,NE@SF,NE,SF,,,,,,WR/FLEX
107295-12544,D,New York,New York Jets,Jets,9.666666666666666,3,4800,DEN@NYJ,NYJ,DEN,,,,,,DEF
107295-137516,WR,Parker,Parker Washington,Washington,1.1999999682108562,3,4800,JAC@HOU,JAC,HOU,,,,,,WR/FLEX
107295-63855,WR,K.J.,K.J. Osborn,Osborn,2.4000000953674316,2,4800,NE@SF,NE,SF,,,,,,WR/FLEX
107295-94579,RB,Emari,Emari Demercado,Demercado,2.9666665395100913,3,4800,WAS@ARI,ARI,WAS,,,,,,RB/FLEX
107295-92545,RB,Keaontay,Keaontay Ingram,Ingram,1.7142857142857142,7,4800,KC@LAC,KC,LAC,,,,,,RB/FLEX
107295-160303,TE,Tucker,Tucker Kraft,Kraft,3.566666603088379,3,4800,MIN@GB,GB,MIN,,,,,,TE/FLEX
107295-113228,TE,Luke,Luke Musgrave,Musgrave,0.6333333253860474,3,4800,MIN@GB,GB,MIN,Q,Quadriceps,,,,TE/FLEX
107295-52345,WR,Brandon,Brandon Powell,Powell,1.4666666984558105,3,4800,MIN@GB,MIN,GB,,,,,,WR/FLEX
107295-103619,WR,Tre,Tre Tucker,Tucker,8.200000127156576,3,4800,CLE@LV,LV,CLE,,,,,,WR/FLEX
107295-60712,TE,Foster,Foster Moreau,Moreau,6.5,2,4800,NO@ATL,NO,ATL,,,,,,TE/FLEX
107295-56708,TE,Will,Will Dissly,Dissly,3.2000001271565757,3,4800,KC@LAC,LAC,KC,,,,,,TE/FLEX
107295-73176,TE,Luke,Luke Farrell,Farrell,1.4500000476837158,2,4800,JAC@HOU,JAC,HOU,,,,,,TE/FLEX
107295-112192,WR,Jonathan,Jonathan Mingo,Mingo,2.4666666984558105,3,4800,CIN@CAR,CAR,CIN,,,,,,WR/FLEX
107295-40647,WR,Marquez,Marquez Valdes-Scantling,Valdes-Scantling,1.1999999682108562,3,4800,BUF@BAL,BUF,BAL,,,,,,WR/FLEX
107295-91971,RB,Ronnie,Ronnie Rivers,Rivers,1,3,4800,LAR@CHI,LAR,CHI,,,,,,RB/FLEX
107295-30733,RB,Cordarrelle,Cordarrelle Patterson,Patterson,2.633333365122477,3,4700,PIT@IND,PIT,IND,,,,,,RB/FLEX
107295-12528,D,Cincinnati,Cincinnati Bengals,Bengals,3,3,4700,CIN@CAR,CIN,CAR,,,,,,DEF
107295-151903,WR,Troy,Troy Franklin,Franklin,1.0499999523162842,2,4700,DEN@NYJ,DEN,NYJ,,,,,,WR/FLEX
107295-133477,TE,Darnell,Darnell Washington,Washington,4,2,4700,PIT@IND,PIT,IND,,,,,,TE/FLEX
107295-63907,TE,Josh,Josh Oliver,Oliver,1.850000023841858,2,4700,MIN@GB,MIN,GB,Q,Wrist,,,,TE/FLEX
107295-64031,TE,Hayden,Hayden Hurst,Hurst,2.6000000635782876,3,4700,KC@LAC,LAC,KC,Q,Achilles,,,,TE/FLEX
107295-137967,RB,Blake,Blake Corum,Corum,2.799999952316284,1,4700,LAR@CHI,LAR,CHI,,,,,,RB/FLEX
107295-64496,WR,Olamide,Olamide Zaccheaus,Zaccheaus,1.6333333651224773,3,4700,WAS@ARI,WAS,ARI,,,,,,WR/FLEX
107295-29683,WR,Nelson,Nelson Agholor,Agholor,3,3,4700,BUF@BAL,BAL,BUF,,,,,,WR/FLEX
107295-29685,WR,Robert,Robert Woods,Woods,1.399999976158142,2,4700,JAC@HOU,HOU,JAC,,,,,,WR/FLEX
107295-89220,WR,Tyquan,Tyquan Thornton,Thornton,1.850000023841858,2,4700,NE@SF,NE,SF,,,,,,WR/FLEX
107295-64905,WR,Trenton,Trenton Irwin,Irwin,1.0499999523162842,2,4700,CIN@CAR,CIN,CAR,,,,,,WR/FLEX
107295-71143,TE,Kylen,Kylen Granson,Granson,1.9666666984558105,3,4700,PIT@IND,IND,PIT,,,,,,TE/FLEX
107295-12536,D,Kansas City,Kansas City Chiefs,Chiefs,6.666666666666667,3,4600,KC@LAC,KC,LAC,,,,,,DEF
107295-133484,WR,Jermaine,Jermaine Burton,Burton,5.199999809265137,1,4600,CIN@CAR,CIN,CAR,,,,,,WR/FLEX
107295-137990,TE,Tip,Tip Reiman,Reiman,,0,4600,WAS@ARI,ARI,WAS,,,,,,TE/FLEX
107295-119610,RB,Jase,Jase McClellan,McClellan,,0,4600,NO@ATL,ATL,NO,,,,,,RB/FLEX
107295-152520,RB,Will,Will Shipley,Shipley,0,2,4600,PHI@TB,PHI,TB,,,,,,RB/FLEX
107295-64581,WR,Van,Van Jefferson,Jefferson,1.5,2,4600,PIT@IND,PIT,IND,,,,,,WR/FLEX
107295-130270,TE,Adam,Adam Trautman,Trautman,0.8999999761581421,2,4600,DEN@NYJ,DEN,NYJ,,,,,,TE/FLEX
107295-110457,WR,Dontayvion,Dontayvion Wicks,Wicks,3.366666793823242,3,4600,MIN@GB,GB,MIN,,,,,,WR/FLEX
107295-57299,TE,Gerald,Gerald Everett,Everett,0.5,3,4600,LAR@CHI,CHI,LAR,,,,,,TE/FLEX
107295-137265,TE,Ben,Ben Sinnott,Sinnott,,0,4500,WAS@ARI,WAS,ARI,,,,,,TE/FLEX
107295-69860,RB,Trayveon,Trayveon Williams,Williams,0,2,4500,CIN@CAR,CIN,CAR,,,,,,RB/FLEX
107295-12547,D,Pittsburgh,Pittsburgh Steelers,Steelers,11.333333333333334,3,4500,PIT@IND,PIT,IND,,,,,,DEF
107295-86682,TE,Grant,Grant Calcaterra,Calcaterra,2.25,2,4500,PHI@TB,PHI,TB,,,,,,TE/FLEX
107295-55987,WR,JuJu,JuJu Smith-Schuster,Smith-Schuster,4.349999904632568,2,4500,KC@LAC,KC,LAC,,,,,,WR/FLEX
107295-138037,WR,Roman,Roman Wilson,Wilson,,0,4500,PIT@IND,PIT,IND,,,,,,WR/FLEX
107295-40126,TE,Austin,Austin Hooper,Hooper,2.5,3,4500,NE@SF,NE,SF,,,,,,TE/FLEX
107295-56648,RB,Jeremy,Jeremy McNichols,McNichols,0.10000000149011612,1,4500,WAS@ARI,WAS,ARI,,,,,,RB/FLEX
107295-93538,WR,Dyami,Dyami Brown,Brown,2.6500000953674316,2,4500,WAS@ARI,WAS,ARI,,,,,,WR/FLEX
107295-71032,WR,Devin,Devin Duvernay,Duvernay,0.36666667461395264,3,4500,JAC@HOU,JAC,HOU,,,,,,WR/FLEX
107295-56711,TE,Drew,Drew Sample,Sample,4.300000190734863,1,4500,CIN@CAR,CIN,CAR,,,,,,TE/FLEX
107295-89613,WR,Simi,Simi Fehoko,Fehoko,2.200000047683716,1,4500,KC@LAC,LAC,KC,,,,,,WR/FLEX
107295-71351,TE,Charlie,Charlie Woerner,Woerner,0.8999999761581421,1,4500,NO@ATL,ATL,NO,,,,,,TE/FLEX
107295-138998,TE,Michael,Michael Mayer,Mayer,1.3666666348775227,3,4500,CLE@LV,LV,CLE,,,,,,TE/FLEX
107295-91931,TE,Greg,Greg Dulcich,Dulcich,2.6500000953674316,2,4500,DEN@NYJ,DEN,NYJ,,,,,,TE/FLEX
107295-12542,D,New Orleans,New Orleans Saints,Saints,11,3,4400,NO@ATL,NO,ATL,,,,,,DEF
107295-201260,WR,Mason,Mason Tipton,Tipton,1.600000023841858,2,4400,NO@ATL,NO,ATL,,,,,,WR/FLEX
107295-160306,RB,Pierre,Pierre Strong Jr.,Strong Jr.,2.5,2,4400,CLE@LV,CLE,LV,Q,Hamstring,,,,RB/FLEX
107295-87127,RB,Chris,Chris Rodriguez Jr.,Rodriguez Jr.,3.6900001525878907,10,4400,WAS@ARI,WAS,ARI,,,,,,RB/FLEX
107295-158983,TE,Ja'Tavion,Ja'Tavion Sanders,Sanders,0.9000000158945719,3,4400,CIN@CAR,CAR,CIN,,,,,,TE/FLEX
107295-93540,RB,British,British Brooks,Brooks,0.20000000298023224,1,4400,JAC@HOU,HOU,JAC,,,,,,RB/FLEX
107295-85635,TE,Charlie,Charlie Kolar,Kolar,2.200000047683716,2,4400,BUF@BAL,BAL,BUF,,,,,,TE/FLEX
107295-61273,WR,Scotty,Scotty Miller,Miller,4.099999904632568,1,4400,PIT@IND,PIT,IND,,,,,,WR/FLEX
107295-12540,D,Minnesota,Minnesota Vikings,Vikings,16,3,4300,MIN@GB,MIN,GB,,,,,,DEF
107295-102902,WR,Trey,Trey Palmer,Palmer,1.2000000476837158,2,4300,PHI@TB,TB,PHI,,,,,,WR/FLEX
107295-39428,RB,Kyle,Kyle Juszczyk,Juszczyk,3.1666666666666665,3,4300,NE@SF,SF,NE,,,,,,RB/FLEX
107295-88752,WR,Charlie,Charlie Jones,Jones,-0.5,2,4300,CIN@CAR,CIN,CAR,,,,,,WR/FLEX
107295-56059,WR,Trent,Trent Sherfield Sr.,Sherfield Sr.,1.75,2,4300,MIN@GB,MIN,GB,,,,,,WR/FLEX
107295-103378,TE,Erick,Erick All Jr.,All Jr.,4.699999809265137,2,4300,CIN@CAR,CIN,CAR,,,,,,TE/FLEX
107295-119788,WR,Xavier,Xavier Hutchinson,Hutchinson,0.26666667064030963,3,4300,JAC@HOU,HOU,JAC,,,,,,WR/FLEX
107295-120093,WR,Marvin,Marvin Mims Jr.,Mims Jr.,0.9666666984558105,3,4300,DEN@NYJ,DEN,NYJ,,,,,,WR/FLEX
107295-112062,WR,Skyy,Skyy Moore,Moore,3.323076981764573,13,4300,KC@LAC,KC,LAC,,,,,,WR/FLEX
107295-104012,WR,Ashton,Ashton Dulin,Dulin,4.566666603088379,3,4300,PIT@IND,IND,PIT,,,,,,WR/FLEX
107295-87815,TE,Jeremy,Jeremy Ruckert,Ruckert,1.25,2,4300,DEN@NYJ,NYJ,DEN,,,,,,TE/FLEX
107295-69581,WR,Cedrick,Cedrick Wilson Jr.,Wilson Jr.,-0.6000000238418579,2,4300,NO@ATL,NO,ATL,Q,Ankle,,,,WR/FLEX
107295-24533,TE,Mo,Mo Alie-Cox,Alie-Cox,0.9000000158945719,3,4300,PIT@IND,IND,PIT,,,,,,TE/FLEX
107295-12527,D,Chicago,Chicago Bears,Bears,11.666666666666666,3,4200,LAR@CHI,CHI,LAR,,,,,,DEF
107295-94621,WR,Derius,Derius Davis,Davis,0.5666666825612386,3,4200,KC@LAC,LAC,KC,Q,Hamstring,,,,WR/FLEX
107295-160213,RB,Isaiah,Isaiah Davis,Davis,0.6000000238418579,1,4200,DEN@NYJ,NYJ,DEN,,,,,,RB/FLEX
107295-27229,RB,Ameer,Ameer Abdullah,Abdullah,1.1666666666666667,3,4200,CLE@LV,LV,CLE,,,,,,RB/FLEX
107295-72370,RB,J.J.,J.J. Taylor,Taylor,1.2999999523162842,1,4200,JAC@HOU,HOU,JAC,,,,,,RB/FLEX
107295-92882,TE,Connor,Connor Heyward,Heyward,0.699999988079071,1,4200,PIT@IND,PIT,IND,,,,,,TE/FLEX
107295-103192,TE,Jared,Jared Wiley,Wiley,1.2000000476837158,1,4200,KC@LAC,KC,LAC,,,,,,TE/FLEX
107295-70661,WR,Velus,Velus Jones Jr.,Jones Jr.,0.4000000059604645,1,4200,LAR@CHI,CHI,LAR,,,,,,WR/FLEX
107295-111637,TE,Cade,Cade Stover,Stover,2.299999952316284,1,4200,JAC@HOU,HOU,JAC,,,,,,TE/FLEX
107295-103511,WR,Devaughn,Devaughn Vele,Vele,7.900000095367432,1,4200,DEN@NYJ,DEN,NYJ,,,,,,WR/FLEX
107295-89185,TE,Ben,Ben Sims,Sims,1.2222222222222223,9,4200,MIN@GB,GB,MIN,,,,,,TE/FLEX
107295-93391,TE,Payne,Payne Durham,Durham,1.2999999523162842,1,4200,PHI@TB,TB,PHI,,,,,,TE/FLEX
107295-91401,WR,Ronnie,Ronnie Bell,Bell,1.7000000476837158,1,4200,NE@SF,SF,NE,,,,,,WR/FLEX
107295-85306,WR,KhaDarel,KhaDarel Hodge,Hodge,2.323076981764573,13,4200,NO@ATL,ATL,NO,,,,,,WR/FLEX
107295-91467,TE,Jake,Jake Tonges,Tonges,,0,4200,NE@SF,SF,NE,,,,,,TE/FLEX
107295-89437,WR,Tim,Tim Jones,Jones,1.5333333545260959,9,4200,JAC@HOU,JAC,HOU,,,,,,WR/FLEX
107295-87432,WR,Cedric,Cedric Tillman,Tillman,0.8000000317891439,3,4200,CLE@LV,CLE,LV,,,,,,WR/FLEX
107295-173626,TE,Nate,Nate Adkins,Adkins,0.550000011920929,2,4200,DEN@NYJ,DEN,NYJ,Q,Shoulder,,,,TE/FLEX
107295-71352,WR,Mecole,Mecole Hardman,Hardman,0,3,4200,KC@LAC,KC,LAC,,,,,,WR/FLEX
107295-112455,WR,Xavier,Xavier Gipson,Gipson,0.8666666348775228,3,4200,DEN@NYJ,NYJ,DEN,,,,,,WR/FLEX
107295-90123,TE,Quintin,Quintin Morris,Morris,3.2000001271565757,3,4100,BUF@BAL,BUF,BAL,,,,,,TE/FLEX
107295-79987,WR,David,David Moore,Moore,0.949999988079071,2,4100,CIN@CAR,CAR,CIN,,,,,,WR/FLEX
107295-65724,RB,JaMycal,JaMycal Hasty,Hasty,0.23333332935969034,3,4100,NE@SF,NE,SF,,,,,,RB/FLEX
107295-12538,D,Los Angeles,Los Angeles Rams,Rams,2,3,4100,LAR@CHI,LAR,CHI,,,,,,DEF
107295-12556,D,Houston,Houston Texans,Texans,7.333333333333333,3,4100,JAC@HOU,HOU,JAC,,,,,,DEF
107295-70426,RB,Reggie,Reggie Gilliam,Gilliam,0.26666667064030963,3,4100,BUF@BAL,BUF,BAL,,,,,,RB/FLEX
107295-119653,WR,Kayshon,Kayshon Boutte,Boutte,0.699999988079071,1,4100,NE@SF,NE,SF,,,,,,WR/FLEX
107295-70501,RB,C.J.,C.J. Ham,Ham,0.10000000149011612,1,4100,MIN@GB,MIN,GB,,,,,,RB/FLEX
107295-83117,TE,Tanner,Tanner Hudson,Hudson,0.800000011920929,1,4100,CIN@CAR,CIN,CAR,Q,Knee,,,,TE/FLEX
107295-137059,RB,Sean,Sean Tucker,Tucker,0.20000000298023224,2,4100,PHI@TB,TB,PHI,,,,,,RB/FLEX
107295-92166,WR,Marcus,Marcus Jones,Jones,0,3,4000,NE@SF,NE,SF,,,,,,WR/FLEX
107295-96269,RB,Owen,Owen Wright,Wright,0,1,4000,BUF@BAL,BAL,BUF,IR,Foot,,,,RB/FLEX
107295-112657,TE,Isaac,Isaac Rex,Rex,,0,4000,KC@LAC,LAC,KC,,,,,,TE/FLEX
107295-139284,RB,Frank,Frank Gore Jr.,Gore Jr.,,0,4000,BUF@BAL,BUF,BAL,,,,,,RB/FLEX
107295-69655,TE,Stephen,Stephen Sullivan,Sullivan,1.6818181818181819,11,4000,CIN@CAR,CAR,CIN,,,,,,TE/FLEX
107295-110616,TE,Treyton,Treyton Welch,Welch,,0,4000,NO@ATL,NO,ATL,,,,,,TE/FLEX
107295-71706,TE,T.J.,T.J. Hockenson,Hockenson,11.433333333333334,15,4000,MIN@GB,MIN,GB,NA,Knee - acl + mcl,,,,TE/FLEX
107295-86052,WR,Kadarius,Kadarius Toney,Toney,3.0384615384615383,13,4000,CLE@LV,CLE,LV,Q,Undisclosed,,,,WR/FLEX
107295-71723,WR,Dez,Dez Fitzpatrick,Fitzpatrick,,0,4000,KC@LAC,LAC,KC,,,,,,WR/FLEX
107295-88109,RB,Gary,Gary Brightwell,Brightwell,3.0333334604899087,3,4000,CLE@LV,CLE,LV,,,,,,RB/FLEX
107295-86068,WR,Jacob,Jacob Copeland,Copeland,,0,4000,PIT@IND,PIT,IND,,,,,,WR/FLEX
107295-53303,RB,Matt,Matt Breida,Breida,2.5600001017252603,15,4000,NE@SF,SF,NE,,,,,,RB/FLEX
107295-86075,TE,Lucas,Lucas Krull,Krull,2.7857142857142856,7,4000,DEN@NYJ,DEN,NYJ,,,,,,TE/FLEX
107295-94269,RB,Henry,Henry Pearson,Pearson,,0,4000,MIN@GB,GB,MIN,,,,,,RB/FLEX
107295-59455,TE,Sammis,Sammis Reyes,Reyes,,0,4000,MIN@GB,MIN,GB,,,,,,TE/FLEX
107295-174148,RB,Carlos,Carlos Washington Jr.,Washington Jr.,,0,4000,NO@ATL,ATL,NO,,,,,,RB/FLEX
107295-65607,TE,Jacob,Jacob Harris,Harris,,0,4000,PHI@TB,PHI,TB,IR,Concussion,,,,TE/FLEX
107295-165962,TE,Nikola,Nikola Kalinic,Kalinic,,0,4000,LAR@CHI,LAR,CHI,,,,,,TE/FLEX
107295-112715,WR,Joshua,Joshua Cephus,Cephus,,0,4000,JAC@HOU,JAC,HOU,,,,,,WR/FLEX
107295-112737,WR,Isaiah,Isaiah Washington,Washington,,0,4000,BUF@BAL,BAL,BUF,Q,Undisclosed,,,,WR/FLEX
107295-92256,WR,Malik,Malik Knowles,Knowles,,0,4000,MIN@GB,MIN,GB,Q,Undisclosed,,,,WR/FLEX
107295-114787,RB,Terrell,Terrell Jennings,Jennings,,0,4000,NE@SF,NE,SF,,,,,,RB/FLEX
107295-24675,WR,Martavis,Martavis Bryant,Bryant,,0,4000,WAS@ARI,WAS,ARI,,,,,,WR/FLEX
107295-79979,WR,Jamal,Jamal Agnew,Agnew,3.027272657914595,11,4000,JAC@HOU,JAC,HOU,,,,,,WR/FLEX
107295-86125,WR,Brandon,Brandon Smith,Smith,,0,4000,DEN@NYJ,NYJ,DEN,,,,,,WR/FLEX
